timestamp,building_id,wifi_connection_count,class_scheduled_size,ambient_temperature,actual_occupancy
2024-02-08 16:00:00,B2,403,212,20.15106734289348,342
2024-02-08 17:00:00,B2,169,105,27.600041781164176,149
2024-02-08 18:00:00,B3,372,219,24.632484908622544,324
2024-02-08 19:00:00,B3,446,162,22.75864418387956,318
2024-02-08 20:00:00,B3,167,219,19.580580342949123,174
2024-02-08 21:00:00,B3,48,269,28.383549106906948,134
2024-02-08 22:00:00,B3,424,119,19.887278498156583,307
2024-02-08 23:00:00,B3,91,181,21.71745431050919,144
2024-02-09 00:00:00,B2,365,105,21.480546383549243,268
2024-02-09 01:00:00,B3,267,216,28.45696841029025,244
2024-02-09 02:00:00,B3,215,204,26.072435930506778,200
2024-02-09 03:00:00,B1,86,69,27.56017676629647,91
2024-02-09 04:00:00,B2,486,43,21.005614785509987,299
2024-02-09 05:00:00,B2,21,227,25.498489195283987,119
2024-02-09 06:00:00,B2,304,183,24.860951797724987,252
2024-02-09 07:00:00,B3,459,106,27.993964521459255,333
2024-02-09 08:00:00,B3,233,83,28.873044725775127,179
2024-02-09 09:00:00,B3,22,249,18.145881257728643,111
2024-02-09 10:00:00,B1,55,20,26.088239028705512,35
2024-02-09 11:00:00,B3,164,195,18.62202958943675,172
2024-02-09 12:00:00,B1,122,177,24.58630398092827,148
2024-02-09 13:00:00,B2,242,6,21.45159274852414,148
2024-02-09 14:00:00,B3,26,69,21.681319194265694,37
2024-02-09 15:00:00,B1,369,126,22.23550204142828,270
2024-02-09 16:00:00,B1,232,159,25.45550938859532,203
2024-02-09 17:00:00,B3,363,247,22.00859958802523,295
2024-02-09 18:00:00,B2,197,202,26.792388607083364,203
2024-02-09 19:00:00,B2,457,147,22.854328626886435,323
2024-02-09 20:00:00,B2,353,142,18.820238403719504,257
2024-02-09 21:00:00,B1,374,198,27.405118109809287,286
2024-02-09 22:00:00,B1,172,153,21.429099895112472,146
2024-02-09 23:00:00,B1,335,141,23.19320255519115,243
2024-02-10 00:00:00,B1,476,164,26.225326598662818,344
2024-02-10 01:00:00,B2,423,20,21.989473885784545,281
2024-02-10 02:00:00,B3,464,81,18.67902787376059,305
2024-02-10 03:00:00,B1,83,68,22.487052564153764,78
2024-02-10 04:00:00,B1,242,130,29.333382992331643,201
2024-02-10 05:00:00,B2,233,86,25.700812767582697,175
2024-02-10 06:00:00,B3,491,217,26.057749784006482,380
2024-02-10 07:00:00,B3,328,160,25.587385843651678,248
2024-02-10 08:00:00,B2,421,177,20.38790566751324,337
2024-02-10 09:00:00,B2,69,116,23.02000636922736,105
2024-02-10 10:00:00,B3,344,195,27.011277580359817,267
2024-02-10 11:00:00,B1,231,85,19.21647477063791,162
2024-02-10 12:00:00,B3,46,288,21.334233313076545,140
2024-02-10 13:00:00,B2,486,80,21.31582930159024,313
2024-02-10 14:00:00,B1,287,151,23.184227131134072,237
2024-02-10 15:00:00,B1,205,60,29.76442489130622,139
2024-02-10 16:00:00,B2,413,60,18.810030560205863,293
2024-02-10 17:00:00,B2,361,27,24.22441193256714,239
2024-02-10 18:00:00,B2,493,42,20.152376184146526,314
2024-02-10 19:00:00,B3,251,168,29.64811854491693,228
2024-02-10 20:00:00,B3,333,85,19.35964205672957,244
2024-02-10 21:00:00,B1,228,176,22.843212028339096,201
2024-02-10 22:00:00,B2,201,16,26.854619818015273,118
2024-02-10 23:00:00,B1,26,97,26.45465313632934,55
2024-02-11 00:00:00,B1,21,197,23.072743642727186,100
2024-02-11 01:00:00,B1,415,97,22.15829001543262,289
2024-02-11 02:00:00,B1,410,64,22.77134854263445,255
2024-02-11 03:00:00,B2,403,4,21.17131515790367,235
2024-02-11 04:00:00,B1,383,1,20.463995264481596,229
2024-02-11 05:00:00,B2,202,21,23.796476370706678,128
2024-02-11 06:00:00,B2,31,111,21.222405072811288,82
2024-02-11 07:00:00,B3,483,56,21.449539978767,298
2024-02-11 08:00:00,B2,129,65,25.881072761694686,108
2024-02-11 09:00:00,B3,219,97,29.622447980398707,185
2024-02-11 10:00:00,B2,315,143,25.2436464067125,268
2024-02-11 11:00:00,B2,279,124,18.923753604779595,212
2024-02-11 12:00:00,B2,201,166,18.907003366248805,191
2024-02-11 13:00:00,B3,184,85,29.41707865014679,150
2024-02-11 14:00:00,B3,294,75,21.567489483688004,208
2024-02-11 15:00:00,B1,213,293,19.104803832989706,244
